"","CustomerID","TransactionDate","Amount","ProductCategory"
"8130",7783,2024-03-24,338.69,"Premier"
"8131",4732,2024-01-14,542.14,"Specialty Suite"
"8132",2785,2023-12-04,337.91,"Specialty Suite"
"8133",4540,11-03-20,320.25,"Specialty Suite"
"8134",1606,2024-07-31,373.2,"Standard"
"8135",1217,2024-06-27,240.37,"Specialty Suite"
"8136",6042,2023-08-23,458,"Suite"
"8137",6547,2022-02-23,327.81,"Premier"
"8138",5041,2023-07-14,NA,"Suite"
"8139",1759,2023-02-21,350.67,NA
"8140",217,2022-10-24,295.7,"Specialty Suite"
"8141",1303,2023-11-29,442.28,"Specialty Suite"
"8142",3974,2022-01-10,294.25,"Premier"
"8143",1250,2022-12-28,402.85,"Specialty Suite"
"8144",928,2024-05-04,256.08,"Premier"
"8145",4817,2022-12-31,369.84,"Premier"
"8146",4580,2023-02-13,376.75,"Specialty Suite"
"8147",770,2024-05-23,322.46,"Standard"
"8148",5128,2023-11-24,360.9,"Premier"
"8149",7489,2023-11-29,372.96,"Standard"
"8150",1074,2022-05-18,253.46,"Premier"
"8151",2542,2022-07-05,450.97,"Suite"
"8152",6059,2023-01-22,348.17,"Premier"
"8153",943,2022-10-05,350.84,"Specialty Suite"
"8154",3991,2022-09-03,297.98,"Premier"
"8155",3721,2023-09-04,477.61,"Specialty Suite"
"8156",6749,2022-09-09,291.51,"Standard"
"8157",6461,2023-08-17,249.46,"Specialty Suite"
"8158",5072,2023-03-18,314.76,NA
"8159",2557,2022-05-28,473.6,"Suite"
"8160",2510,2022-06-19,404.5,"Specialty Suite"
"8161",3403,2023-07-11,387.32,"Premier"
"8162",4185,2022-09-29,351.2,"Standard"
"8163",1555,2022-10-24,395.37,"Specialty Suite"
"8164",2800,2023-05-07,359.06,"Premier"
"8165",3991,2022-05-22,369.86,"Specialty Suite"
"8166",15,2023-07-30,273.85,NA
"8167",1804,2022-02-03,354.69,"Standard"
"8168",431,2022-04-08,NA,"Specialty Suite"
"8169",1095,2022-06-25,221.99,"Premier"
"8170",1828,2022-10-14,302.6,"Suite"
"8171",1936,2022-03-06,301.25,"Suite"
"8172",7516,2023-04-20,239.2,"Premier"
"8173",1423,2024-03-30,168.09,"Specialty Suite"
"8174",6132,2023-07-12,331.2,"Premier"
"8175",303,2022-02-02,412.09,"Presidential"
"8176",1633,2022-09-18,381.64,"Premier"
"8177",2600,2024-06-21,285.32,"Specialty Suite"
"8178",54,2023-09-06,457.26,"Premier"
"8179",7830,2022-02-01,338.27,"Standard"
"8180",3330,20-02-20,343.46,"Standard"
"8181",1136,2022-08-24,359.67,"Specialty Suite"
"8182",7399,2023-04-21,319.34,"Premier"
"8183",1136,2022-07-11,393.17,"Premier"
"8184",7934,2022-12-07,328.68,"Premier"
"8185",4042,2022-04-18,348.29,"Suite"
"8186",3323,2023-02-11,266.39,"Premier"
"8187",5144,2024-07-13,367.23,"Premier"
"8188",4424,2022-02-07,443.18,"Specialty Suite"
"8189",5435,2022-05-31,374,"Standard"
"8190",1577,2023-06-05,347.42,"Premier"
"8191",1965,2024-03-16,296.25,"Standard"
"8192",6152,2023-03-29,373.95,"Premier"
"8193",2060,2024-01-27,389.02,"Specialty Suite"
"8194",4689,2024-01-06,320.13,"Premier"
"8195",4870,2023-11-07,298.35,"Specialty Suite"
"8196",3483,2023-10-29,479.41,"Suite"
"8197",2751,2024-06-26,323.69,"Specialty Suite"
"8198",3677,2022-01-23,235.94,"Standard"
"8199",2437,2022-03-10,279.7,"Specialty Suite"
"8200",7890,2023-04-15,424.23,"Premier"
"8201",3176,2024-02-02,217.85,"Specialty Suite"
"8202",4982,2023-11-06,502.8,"Suite"
"8203",1149,2023-05-10,NA,"Suite"
"8204",7813,2024-01-11,262.61,"Standard"
"8205",5843,2024-07-29,NA,"Premier"
"8206",6499,2022-03-19,153.81,"Specialty Suite"
"8207",3849,2024-07-22,332.35,"Premier"
"8208",6591,2023-03-29,382.13,"Standard"
"8209",4640,2023-02-25,426.76,"Suite"
"8210",1925,2023-02-26,333.16,"Standard"
"8211",7080,2022-08-24,NA,"Suite"
"8212",4133,2022-03-17,470.73,"Suite"
"8213",2785,2023-05-16,338.84,"Specialty Suite"
"8214",3668,2022-05-02,419.78,"Presidential"
"8215",2573,2023-03-21,241.42,"Standard"
"8216",7772,2022-05-29,447.15,"Specialty Suite"
"8217",7964,2022-03-04,508.66,"Suite"
"8218",1843,2023-10-07,370.31,"Standard"
"8219",2388,2024-03-29,285.12,"Standard"
"8220",3248,2022-10-31,323.87,"Specialty Suite"
"8221",1906,2024-01-14,265.96,"Premier"
"8222",3775,2024-07-02,263.14,"Standard"
"8223",2179,2022-09-18,336.2,"Suite"
"8224",5804,2023-05-14,383.66,NA
"8225",7209,2023-04-01,270.27,"Specialty Suite"
"8226",5661,2022-08-13,332.21,"Standard"
"8227",3434,2023-07-27,474.44,"Suite"
"8228",2852,2024-04-07,375.62,"Specialty Suite"
"8229",4047,2024-05-13,332.03,"Premier"
"8230",968,2022-08-10,284.21,"Suite"
"8231",1957,2024-07-01,402.46,"Suite"
"8232",2281,2024-03-15,NA,NA
"8233",4138,2022-05-01,464.61,"Premier"
"8234",7527,2024-07-22,389.27,"Premier"
"8235",440,2022-03-28,357.28,"Specialty Suite"
"8236",1624,2022-10-21,540.33,"Suite"
"8237",4009,2022-12-15,319.69,"Standard"
"8238",1620,2024-04-29,354.13,"Specialty Suite"
"8239",55,2024-03-01,460.81,"Premier"
"8240",553,2024-02-14,359.93,"Premier"
"8241",4081,2022-05-07,269.22,"Specialty Suite"
"8242",7584,2022-07-18,221.85,"Suite"
"8243",5786,2023-01-21,362.01,"Standard"
"8244",6261,2023-11-20,341.58,"Premier"
"8245",7455,2022-03-18,269.96,"Premier"
"8246",4949,2023-11-09,381.32,"Suite"
"8247",6938,2023-06-15,314.36,NA
"8248",7516,2024-07-31,431.82,"Standard"
"8249",3353,2022-05-30,264.12,"Specialty Suite"
"8250",6154,2023-08-15,468.39,"Suite"
"8251",7244,2023-06-05,212.22,"Suite"
"8252",144,2023-12-17,278.83,"Standard"
"8253",426,2022-07-28,340.28,"Specialty Suite"
"8254",5368,2023-01-12,409.27,"Specialty Suite"
"8255",5512,2022-06-26,NA,"Suite"
"8256",6745,2023-12-31,213.34,"Suite"
"8257",7670,2022-01-13,383.57,"Premier"
"8258",7351,2022-12-30,387.88,"Premier"
"8259",781,2022-03-17,295.92,"Specialty Suite"
"8260",3617,2023-02-23,477.05,"Suite"
"8261",3749,2022-02-20,291.08,"Specialty Suite"
"8262",5569,2024-01-24,167.86,"Standard"
"8263",1516,2024-06-09,294.97,"Premier"
"8264",1869,2023-10-26,370.88,"Suite"
"8265",4016,2022-07-24,465.86,"Suite"
"8266",1599,2022-10-04,370.27,"Specialty Suite"
"8267",5495,2024-03-24,378.47,"Specialty Suite"
"8268",6584,2024-01-28,593.72,"Standard"
"8269",3772,2023-03-25,369.91,"Specialty Suite"
"8270",7656,2022-05-04,259.81,"Premier"
"8271",4931,2022-02-04,368.65,"Premier"
"8272",7387,2022-10-03,343.89,"Premier"
"8273",5003,2022-08-08,509.11,"Specialty Suite"
"8274",7803,2022-05-04,408.23,"Specialty Suite"
"8275",7996,2023-04-14,206.43,"Standard"
"8276",6287,13-02-20,326.42,"Specialty Suite"
"8277",7851,2022-10-16,239.32,"Premier"
"8278",4221,25-12-20,374.17,"Premier"
"8279",1241,2023-05-25,436.99,"Specialty Suite"
"8280",2348,2023-05-18,283.26,"Suite"
"8281",5333,2022-12-16,346.05,"Specialty Suite"
"8282",2750,2024-04-20,524.35,"Premier"
"8283",2634,2022-07-15,353.89,"Premier"
"8284",7430,2023-05-18,298.08,"Premier"
"8285",7191,2023-11-24,424.28,"Suite"
"8286",5425,2023-02-09,377.54,"Specialty Suite"
"8287",3553,2022-07-18,443.73,"Suite"
"8288",1708,2024-01-21,325.56,"Suite"
"8289",94,2024-06-08,428.63,"Premier"
"8290",1835,2024-07-10,302.18,"Standard"
"8291",6095,2023-03-11,417.71,"Suite"
"8292",3480,1-02-20,408.64,"Suite"
"8293",5270,2023-11-12,304.21,"Specialty Suite"
"8294",7217,2023-07-26,258.51,"Premier"
"8295",5648,2024-02-06,295.53,"Premier"
"8296",4203,2023-05-29,491.03,"Suite"
"8297",4781,2022-06-13,387.75,"Specialty Suite"
"8298",7316,7-02-20,317.5,"Standard"
"8299",3836,2022-01-26,356.82,"Premier"
"8300",7600,2023-03-01,357.94,"Standard"
"8301",230,2023-06-04,338.9,"Standard"
"8302",6845,2023-09-01,351.56,"Specialty Suite"
"8303",229,2022-01-22,351.21,"Premier"
"8304",6129,2023-02-16,395.73,"Premier"
"8305",3118,2022-05-30,318,"Premier"
"8306",3104,2024-06-04,443.16,"Suite"
"8307",2513,2022-02-07,365.62,"Standard"
"8308",4835,2022-11-29,353.02,"Specialty Suite"
"8309",7944,2024-03-29,397.11,"Premier"
"8310",4441,2023-03-08,388.75,"Specialty Suite"
"8311",5757,2022-04-25,372.52,"Premier"
"8312",2208,2023-07-02,482.5,"Suite"
"8313",3860,2022-03-21,254.77,"Suite"
"8314",6347,2023-04-04,422.78,"Suite"
"8315",3800,2022-10-31,481.48,"Standard"
"8316",7646,23-08-20,257,NA
"8317",3971,2022-01-26,491.36,NA
"8318",6952,2022-03-13,467.7,"Specialty Suite"
"8319",162,2024-01-04,293.15,"Specialty Suite"
"8320",7731,2023-06-03,327.03,"Standard"
"8321",148,2022-12-03,479.29,"Specialty Suite"
"8322",6340,2024-06-01,384.04,"Premier"
"8323",3515,2024-06-20,413.88,"Presidential"
"8324",1952,2023-08-05,316.02,"Specialty Suite"
"8325",1115,2024-06-28,369.84,"Specialty Suite"
"8326",4653,2022-05-30,395.41,"Specialty Suite"
"8327",4281,2023-01-30,333.12,"Specialty Suite"
"8328",3774,2023-04-25,348.47,NA
"8329",7600,2022-06-09,427.95,"Suite"
"8330",6087,2023-03-31,330,"Premier"
"8331",5246,2022-08-13,312.61,"Specialty Suite"
"8332",5187,2022-10-18,354.75,"Premier"
"8333",6028,2023-06-01,387.58,"Suite"
"8334",2400,2023-05-21,262.07,"Standard"
"8335",2656,2023-02-05,293.5,"Specialty Suite"
"8336",5800,2024-01-18,431.81,"Suite"
"8337",7971,2023-11-02,394.04,"Standard"
"8338",3274,2023-12-01,312.92,"Premier"
"8339",7357,2024-05-25,358.18,"Standard"
"8340",3468,2023-02-22,440.26,"Standard"
"8341",4220,2022-09-30,467.75,"Specialty Suite"
"8342",645,2023-06-18,234.22,"Standard"
"8343",898,2022-01-18,326.01,"Premier"
"8344",5271,2024-02-24,366.96,"Premier"
"8345",6566,2023-05-27,385.97,"Standard"
"8346",4437,2022-10-15,394.8,"Specialty Suite"
"8347",3298,2022-10-28,361.18,"Suite"
"8348",4583,2022-09-14,409.14,"Specialty Suite"
"8349",5439,2024-03-22,530.17,"Specialty Suite"
"8350",3639,2024-06-13,280.91,"Standard"
"8351",4973,2023-04-18,289.9,"Specialty Suite"
"8352",555,2023-03-03,NA,"Specialty Suite"
"8353",7307,2024-07-27,415.38,"Specialty Suite"
"8354",73,2022-11-19,357.97,"Premier"
"8355",6412,2022-01-30,NA,"Standard"
"8356",7896,2023-06-06,227.37,"Standard"
"8357",627,2022-06-22,308.95,NA
"8358",4599,2023-03-08,351.39,"Suite"
"8359",2291,2023-10-06,433.86,"Suite"
"8360",3355,2024-04-22,342.14,NA
"8361",5353,2022-03-29,493.18,"Specialty Suite"
"8362",1862,2023-04-30,396.95,"Suite"
"8364",4735,2023-05-30,455.75,"Specialty Suite"
"8365",942,2022-03-22,340.43,"Premier"
"8366",3699,2024-01-11,414.9,"Suite"
"8367",6638,2022-08-16,563.82,"Suite"
"8368",3247,2023-08-29,483.59,"Specialty Suite"
"8369",6537,2023-11-09,457.72,NA
"8370",2465,2023-04-13,311.43,"Specialty Suite"
"8371",967,2024-01-04,411.73,"Suite"
"8372",2176,2022-07-08,464.71,"Specialty Suite"
"8373",5633,2023-04-11,416.94,"Presidential"
"8374",3605,2022-08-20,325.85,"Standard"
"8375",6143,2024-07-26,231.17,"Standard"
"8376",6477,2022-08-11,384.23,"Premier"
"8377",3257,2023-12-25,292.72,"Standard"
"8378",3821,2023-02-19,479.79,"Premier"
"8379",6168,2022-02-15,340.9,"Specialty Suite"
"8380",3387,2023-10-27,225.31,"Specialty Suite"
"8381",2271,2024-07-28,469.3,"Specialty Suite"
"8382",3629,2022-05-06,464.35,"Specialty Suite"
"8383",827,2024-04-19,NA,NA
"8384",4056,2023-02-22,111.84,"Premier"
"8385",875,2022-10-13,412.28,"Specialty Suite"
"8386",3605,2023-09-27,346.31,"Suite"
"8387",3022,2022-07-02,298.16,"Specialty Suite"
"8388",4614,2022-03-25,503.16,"Suite"
"8389",2874,2022-06-14,313.45,"Standard"
"8390",3259,2022-01-02,416.22,"Suite"
"8391",6183,14-01-20,NA,"Standard"
"8392",4637,2022-11-12,321.54,"Premier"
"8393",598,2023-10-21,425.45,"Suite"
"8394",3355,2024-04-29,259.15,"Suite"
"8395",2501,2024-02-20,299.91,"Specialty Suite"
"8396",3945,2022-04-29,366.49,"Specialty Suite"
"8397",179,2023-01-19,488.55,"Premier"
"8398",5046,2022-01-03,NA,"Premier"
"8399",6090,2023-06-09,427.94,"Suite"
"8400",241,2022-06-13,360.26,"Specialty Suite"
"8401",4147,2024-02-09,432.48,"Suite"
"8402",2055,2022-10-11,368.61,"Premier"
"8403",4221,2022-09-07,406.42,"Premier"
"8404",345,2022-07-24,355.64,"Premier"
"8405",7509,2022-06-08,369.43,"Specialty Suite"
"8406",2959,2022-05-01,321.84,"Specialty Suite"
"8407",2588,2023-09-16,NA,"Specialty Suite"
"8408",6406,2024-03-07,278.32,NA
"8409",1506,2023-11-09,306.89,"Specialty Suite"
"8411",4693,2022-01-14,362.59,"Premier"
"8412",3381,2023-11-21,367.52,"Suite"
"8413",491,2023-03-27,374.44,"Premier"
"8414",4865,2022-05-20,341.39,"Suite"
"8415",6438,2024-05-06,343.58,"Specialty Suite"
"8416",6323,2023-11-14,428.42,"Suite"
"8417",2164,2023-07-23,438.07,"Specialty Suite"
"8418",6135,2023-07-05,270.56,"Specialty Suite"
"8419",3613,2024-01-10,447.87,"Presidential"
"8420",3682,2023-12-09,358.13,"Specialty Suite"
"8421",3527,2023-12-17,449.23,"Specialty Suite"
"8422",306,2023-03-19,269.22,"Premier"
"8423",3594,2023-05-19,392.35,"Premier"
"8424",6107,2024-05-30,408.57,"Suite"
"8425",6462,20-02-20,431.89,"Presidential"
"8426",6919,2024-03-19,232.49,"Specialty Suite"
"8427",3116,2024-07-30,274.85,"Specialty Suite"
"8428",681,2022-09-08,300.62,"Premier"
"8429",2360,2022-08-08,334.12,"Standard"
"8430",6465,2022-06-17,373.11,"Standard"
"8431",665,2022-05-14,273.66,"Standard"
"8432",5932,2024-04-12,419.68,"Suite"
"8433",734,2024-07-30,NA,"Specialty Suite"
"8434",3178,2022-05-02,338.51,"Premier"
"8435",6556,2023-12-17,418.71,"Specialty Suite"
"8436",5274,2024-06-23,331.49,"Suite"
"8437",415,2023-09-11,385.72,"Specialty Suite"
"8438",2007,2024-05-06,290.96,"Specialty Suite"
"8439",3725,2022-02-03,409.21,"Specialty Suite"
"8440",3408,2024-06-30,392.13,"Specialty Suite"
"8441",4394,2022-03-31,350.88,"Premier"
"8442",7726,2024-04-14,396.58,"Suite"
"8443",2270,2023-09-01,NA,"Specialty Suite"
"8444",692,2022-09-09,215.26,"Suite"
"8445",4925,2022-01-21,412.71,"Premier"
"8446",3359,2024-05-21,363.2,"Specialty Suite"
"8447",295,2022-09-14,315.37,"Premier"
"8448",7934,2023-10-29,348.04,"Specialty Suite"
"8449",1140,2022-12-18,498.15,"Suite"
"8450",6976,2024-04-14,435.03,"Standard"
"8451",4995,2024-03-24,355.6,"Premier"
"8452",207,2023-01-20,502.12,"Suite"
"8454",814,2023-11-17,379.23,"Premier"
"8455",5002,2022-05-23,347.84,"Suite"
"8456",3617,2022-10-16,316.47,"Specialty Suite"
"8457",2869,2024-03-22,373.64,"Premier"
"8458",3612,2022-08-27,284.57,"Specialty Suite"
"8459",5748,2022-02-22,333.91,"Specialty Suite"
"8460",5265,2023-04-17,420.8,"Presidential"
"8461",114,2023-06-29,445.48,"Suite"
"8462",3958,2022-10-16,292.99,"Premier"
"8463",3935,2024-03-25,328.95,"Standard"
"8464",6667,2022-08-02,425.47,"Specialty Suite"
"8465",4140,2023-07-13,470.34,"Premier"
"8466",2125,2022-10-27,278.24,"Specialty Suite"
"8467",5612,2022-11-18,400.28,"Suite"
"8468",2474,2022-01-04,349.14,"Premier"
"8469",3726,2022-01-05,334.51,"Premier"
"8470",4012,2024-05-06,424.91,"Suite"
"8471",3716,2023-06-20,332,"Specialty Suite"
"8472",3597,2024-07-11,398.1,"Premier"
"8473",4501,2023-07-22,538.64,"Suite"
"8474",1064,2023-12-12,237.12,"Specialty Suite"
"8475",3427,2023-08-05,316.78,NA
"8476",7534,2022-05-30,400.09,"Suite"
"8477",3681,2023-05-18,547.23,"Specialty Suite"
"8478",6111,2024-05-19,483.25,NA
"8479",699,2022-01-09,244.85,"Specialty Suite"
"8480",4950,2022-09-03,441.55,"Suite"
"8481",4162,2022-08-13,388.72,"Specialty Suite"
"8482",4005,2024-05-19,354.26,"Standard"
"8483",4313,2022-07-13,412.52,"Specialty Suite"
"8484",458,2023-03-11,398.62,"Premier"
"8485",1900,2023-11-03,333.61,"Specialty Suite"
"8486",442,2022-01-13,307.84,"Standard"
"8487",7475,2022-07-08,309.95,"Suite"
"8488",4955,2023-04-09,341.6,"Standard"
"8489",2778,2023-06-10,376.74,"Specialty Suite"
"8490",6463,2023-02-03,561.47,"Specialty Suite"
"8491",2621,2023-11-01,413.28,"Suite"
"8492",492,2023-05-06,273.61,"Specialty Suite"
"8493",7269,2022-06-07,437.51,"Presidential"
"8494",1011,2023-09-16,327.69,"Premier"
"8495",4069,2024-02-23,391.62,"Specialty Suite"
"8496",3110,2023-11-29,231.76,"Specialty Suite"
"8497",214,2024-01-16,410.18,"Specialty Suite"
"8498",6531,2024-02-10,389.69,"Premier"
"8499",3265,2022-03-15,392.56,"Standard"
"8500",5890,2024-02-16,249.92,"Premier"
"8501",7430,2024-06-25,NA,"Specialty Suite"
"8502",4063,2023-05-13,293.02,"Specialty Suite"
"8503",3103,2022-08-25,478.69,"Suite"
"8504",5028,2023-05-08,532.95,"Suite"
"8505",2113,2023-01-31,442.72,"Premier"
"8506",7991,2022-10-28,428.39,"Specialty Suite"
"8507",5726,2023-09-25,268.7,"Standard"
"8508",680,2023-10-10,418.59,"Presidential"
"8509",4701,2024-05-03,449.04,"Presidential"
"8510",4282,2022-02-01,208.64,NA
"8511",4384,2023-07-29,379.95,"Specialty Suite"
"8512",3058,2022-12-08,340.52,"Specialty Suite"
"8514",5697,2024-07-20,332.72,"Premier"
"8515",7058,2024-03-11,336.5,"Specialty Suite"
"8516",7380,2023-03-08,245.13,"Premier"
"8517",7590,2023-11-14,467.02,"Presidential"
"8518",5329,9-12-20,NA,"Premier"
"8519",3310,2022-02-19,379.55,"Specialty Suite"
"8520",3074,2023-07-19,327.39,"Premier"
"8521",5559,2022-02-16,401.81,"Premier"
"8522",1784,2023-06-23,555.83,"Standard"
"8523",4092,2023-07-18,356.76,"Standard"
"8524",4139,2023-01-20,223.24,"Specialty Suite"
"8525",5949,2022-02-23,337.3,"Premier"
"8526",6638,2023-07-16,297.18,"Suite"
"8527",2422,2022-01-13,344.01,"Suite"
"8528",2753,2024-02-17,194.28,"Standard"
"8529",7502,2022-09-20,264.79,"Specialty Suite"
"8530",7346,2023-04-23,489.8,"Specialty Suite"
"8531",185,2022-02-08,424.76,"Suite"
"8532",4032,2023-05-24,420.12,"Specialty Suite"
"8533",4160,2022-02-25,415.51,"Specialty Suite"
"8534",7562,2023-05-05,348.26,"Standard"
"8535",2483,2024-07-07,327.03,"Suite"
"8536",4902,2022-11-29,387.16,"Specialty Suite"
"8537",2414,2022-12-23,335.52,"Specialty Suite"
"8538",2003,2023-01-01,233,"Premier"
"8539",7868,2023-12-13,NA,"Specialty Suite"
"8540",1980,2023-01-02,447.18,"Specialty Suite"
"8541",1413,2023-07-24,213.78,"Premier"
"8542",3315,2024-04-27,NA,"Premier"
"8543",868,2022-04-22,410.93,"Suite"
"8544",5642,2022-07-18,368.86,"Specialty Suite"
"8545",1076,2023-03-04,296.86,"Specialty Suite"
"8546",2803,2022-07-09,311.76,"Premier"
"8547",3393,2022-03-29,473.88,"Specialty Suite"
"8548",3583,2023-04-19,198.36,"Premier"
"8549",3727,3-12-20,NA,"Suite"
"8550",3687,2022-12-08,330.72,"Standard"
"8551",463,2023-09-01,399.63,"Specialty Suite"
"8552",3693,2022-10-03,479.5,"Specialty Suite"
"8554",4651,2022-08-22,453.84,"Specialty Suite"
"8555",2610,2022-10-12,360.59,"Standard"
"8556",5837,2023-12-24,407.26,"Specialty Suite"
"8557",4146,2023-02-21,NA,"Premier"
"8558",5416,2022-05-23,300.28,"Premier"
"8559",4204,2023-12-13,288.77,"Premier"
"8560",774,2023-04-27,500.63,"Suite"
"8561",3531,2024-04-12,268.06,"Standard"
"8562",4716,2024-07-08,366.37,"Specialty Suite"
"8563",1313,2022-04-09,444.39,"Standard"
"8564",2837,2024-06-06,288.64,"Standard"
"8565",5467,2023-01-28,412.82,"Specialty Suite"
"8566",5786,2024-01-24,387.35,"Premier"
"8567",942,2024-03-27,381.02,"Premier"
"8568",6496,2023-08-17,408.91,"Suite"
"8569",4820,2024-03-22,399.94,"Specialty Suite"
"8570",4796,2023-10-09,451.22,"Specialty Suite"
"8571",5999,2022-11-29,333.07,"Suite"
"8572",3954,2023-03-30,310.1,"Standard"
"8573",1180,2023-01-22,278.88,"Premier"
"8574",3288,2022-05-19,432.65,"Suite"
"8575",7973,2022-02-03,483.95,"Suite"
"8576",3308,26-03-20,287.89,"Specialty Suite"
"8577",6074,2023-02-13,374.01,"Specialty Suite"
"8578",899,2024-04-26,411.9,"Premier"
"8579",6591,2022-01-30,264,"Standard"
"8580",3225,2023-07-24,271.85,"Specialty Suite"
"8581",5029,2022-10-10,411.28,"Premier"
"8582",5695,2022-01-22,205.58,"Specialty Suite"
"8583",2741,2023-06-10,270.48,"Suite"
"8584",5331,2024-06-05,381.65,"Specialty Suite"
"8585",2144,2022-12-07,394.35,"Premier"
"8586",1500,2022-03-13,412.67,"Specialty Suite"
"8587",1855,2023-01-19,464.23,"Suite"
"8588",2233,2024-07-15,238.12,NA
"8589",6601,2024-03-13,320.03,"Specialty Suite"
"8590",16,2023-09-24,317.62,"Premier"
"8591",6345,2023-02-03,337.84,"Suite"
"8592",4690,2023-09-08,266.65,NA
"8593",3184,2022-07-21,316.89,"Premier"
"8594",3884,2024-04-26,435.8,"Premier"
"8595",6302,2023-03-28,259.25,"Specialty Suite"
"8596",984,2023-01-14,366.3,"Premier"
"8597",6117,2023-01-09,152.99,"Premier"
"8598",3777,2022-08-09,352.58,"Standard"
"8599",1335,2023-03-12,451.36,"Premier"
"8600",4478,2022-05-28,502.46,"Specialty Suite"
"8601",4448,2024-06-10,303.49,"Premier"
"8602",6272,2022-04-05,520.41,"Specialty Suite"
"8603",2374,2023-11-18,295.46,"Specialty Suite"
"8604",1969,2023-06-08,506.55,"Presidential"
"8605",3392,2024-06-19,216.78,"Specialty Suite"
"8606",5129,2023-07-16,320.65,"Suite"
"8607",1827,2022-04-28,304.59,"Standard"
"8608",3717,2024-04-05,367.69,"Standard"
"8609",4901,2024-07-05,455.02,"Specialty Suite"
"8610",1185,2022-01-15,368.11,"Specialty Suite"
"8611",7913,2024-06-02,335.48,"Specialty Suite"
"8612",2323,2022-10-02,281.69,"Standard"
"8613",5005,2022-07-12,345.32,"Premier"
"8615",5379,2023-10-02,437.98,"Specialty Suite"
"8616",5799,2024-03-29,498.12,"Specialty Suite"
"8617",3590,2022-08-08,342.02,"Standard"
"8618",5225,2022-04-06,489.13,"Suite"
"8619",2529,2022-01-29,329.21,"Premier"
"8620",6716,2024-02-24,339.82,"Premier"
"8621",4686,2022-11-12,196.1,"Premier"
"8622",6219,2023-09-05,263.43,"Suite"
"8623",6659,2022-07-17,326.75,"Specialty Suite"
"8624",1938,2023-12-31,426.53,"Presidential"
"8625",13,2023-01-12,302.45,"Premier"
"8626",2959,2023-04-17,NA,"Suite"
"8627",7244,2022-05-19,282.51,"Premier"
"8628",4324,2023-12-21,477.48,"Specialty Suite"
"8629",1513,2023-01-13,462.3,"Suite"
"8630",2081,2022-06-28,183.35,"Specialty Suite"
"8631",94,2023-01-23,292.59,"Specialty Suite"
"8632",2313,2024-07-09,249.3,"Premier"
"8633",5585,2024-04-19,458.3,"Specialty Suite"
"8634",3851,2022-11-11,NA,"Premier"
"8635",1107,2023-03-02,406.91,"Standard"
"8636",3554,2024-03-05,324.3,"Premier"
"8637",2121,2022-07-24,351.13,"Specialty Suite"
"8638",6732,2022-12-07,308.5,"Standard"
"8639",6063,2023-10-10,265.46,"Specialty Suite"
"8640",7214,2024-01-22,354.97,"Specialty Suite"
"8641",2501,2023-01-23,411.8,"Suite"
"8642",6221,2024-05-29,363.29,"Standard"
"8643",7990,2024-02-25,398.43,"Premier"
"8644",6621,2022-01-19,379.12,"Premier"
"8645",6454,2022-08-31,301.83,"Specialty Suite"
"8646",1804,2024-02-29,274.17,NA
"8647",3992,2024-04-15,394.78,"Specialty Suite"
"8648",1619,2022-08-01,427.98,"Specialty Suite"
"8649",5040,2022-10-22,300.64,"Suite"
"8650",6741,2024-03-25,376.62,"Specialty Suite"
"8651",3737,2024-02-15,396.02,"Premier"
"8652",7688,2023-02-04,352,"Standard"
"8653",6413,2023-08-23,315.83,"Premier"
"8654",4915,2024-02-14,417.3,"Standard"
"8655",5401,2023-06-11,348.55,"Specialty Suite"
"8656",5097,2022-08-06,308.1,"Specialty Suite"
"8657",3433,2023-01-28,196.94,NA
"8658",2909,2024-01-25,390.32,"Premier"
"8659",7422,2023-05-03,418.79,"Suite"
"8660",3778,2023-04-10,402.7,"Suite"
"8661",3919,2023-04-23,302.8,"Specialty Suite"
"8662",5211,2023-03-11,444.26,"Specialty Suite"
"8663",3985,2023-03-31,480.54,"Suite"
"8664",3340,20-05-20,372.69,"Premier"
"8665",6307,2022-10-01,322.99,"Standard"
"8666",3834,2022-03-19,346.28,"Premier"
"8667",7045,2023-12-27,461.4,"Suite"
"8668",2984,2023-11-19,298.76,NA
"8669",778,2022-06-04,426.26,"Specialty Suite"
"8670",5503,2023-07-03,351.53,"Premier"
"8671",6281,2024-01-27,334.08,"Standard"
"8672",2751,2024-05-19,NA,"Standard"
"8673",6910,2022-08-27,466.48,"Specialty Suite"
"8674",5049,2023-09-12,274.17,"Specialty Suite"
"8675",1566,2024-02-15,435.86,"Suite"
"8676",6648,1-03-20,277.17,"Standard"
"8677",6482,2023-06-30,440.71,"Premier"
"8678",3463,2023-03-04,NA,"Premier"
"8679",1186,2023-06-13,419.74,NA
"8680",7287,2024-01-25,NA,"Standard"
"8681",4044,2022-09-16,386.07,"Specialty Suite"
"8682",1611,2022-11-27,473.64,"Specialty Suite"
"8683",7362,2022-04-05,201.59,"Standard"
"8684",1159,2023-06-12,414.27,"Suite"
"8685",4785,2022-10-18,395.39,"Standard"
"8686",2625,2023-05-12,454.72,"Suite"
"8687",5359,2023-09-21,NA,"Standard"
"8688",2273,2022-07-09,497.62,"Standard"
"8689",64,2022-08-02,442.09,"Suite"
"8690",7794,2024-04-09,238.1,"Premier"
"8691",6807,2023-04-20,420.05,"Premier"
"8692",6233,2024-04-20,370.7,"Suite"
"8693",5993,2022-04-16,390.1,"Suite"
