"","X","CustomerID","TransactionDate","Amount","ProductCategory","Month_Yr","Yr","Month","Day"
"9265",9353,4252,2023-05-23,444.55,"Specialty Suite","2023-05","2023","05","23"
"9266",9354,2822,2022-06-23,430.41,"Premier","2022-06","2022","06","23"
"9267",9355,3966,2022-04-02,325.96,"Specialty Suite","2022-04","2022","04","02"
"9268",9356,6990,2023-12-15,328.62,"Premier","2023-12","2023","12","15"
"9269",9357,7472,2023-02-07,349.97,"Premier","2023-02","2023","02","07"
"9270",9358,3285,2023-09-14,387.94,"Premier","2023-09","2023","09","14"
"9271",9359,2978,2023-07-25,326.51,"Specialty Suite","2023-07","2023","07","25"
"9272",9360,7747,2024-04-02,327.89,"Specialty Suite","2024-04","2024","04","02"
"9273",9361,7510,2022-12-08,277.91,"Specialty Suite","2022-12","2022","12","08"
"9274",9362,4587,2023-10-31,227.49,"Premier","2023-10","2023","10","31"
"9275",9363,5679,2022-03-12,241.52,"Premier","2022-03","2022","03","12"
"9276",9364,3146,2022-07-02,388.2,"Premier","2022-07","2022","07","02"
"9277",9365,777,2022-06-21,338.85,"Standard","2022-06","2022","06","21"
"9278",9366,4236,2023-02-14,307.23,"Specialty Suite","2023-02","2023","02","14"
"9279",9367,6234,2023-08-21,343.07,"Premier","2023-08","2023","08","21"
"9280",9368,5811,2024-03-02,286.26,"Standard","2024-03","2024","03","02"
"9281",9369,2728,2022-01-16,336.47,"Specialty Suite","2022-01","2022","01","16"
"9282",9370,3722,2023-11-22,344.95,"Standard","2023-11","2023","11","22"
"9283",9371,604,2022-01-17,290.98,"Specialty Suite","2022-01","2022","01","17"
"9284",9372,5482,2024-07-26,335.68,"Specialty Suite","2024-07","2024","07","26"
"9285",9373,3878,2023-07-14,367.05,"Standard","2023-07","2023","07","14"
"9286",9374,499,2022-07-15,296.67,"Premier","2022-07","2022","07","15"
"9287",9375,1914,2024-02-24,303.01,"Standard","2024-02","2024","02","24"
"9288",9376,6955,2024-03-09,329.49,"Premier","2024-03","2024","03","09"
"9289",9377,330,2023-09-11,211.31,"Premier","2023-09","2023","09","11"
"9290",9378,6706,2022-09-14,297.64,"Standard","2022-09","2022","09","14"
"9291",9379,2487,2024-01-21,477.99,"Premier","2024-01","2024","01","21"
"9292",9380,5502,2024-04-09,344.38,"Standard","2024-04","2024","04","09"
"9293",9381,6162,2022-11-03,489.84,"Specialty Suite","2022-11","2022","11","03"
"9294",9382,6826,2022-11-07,191.33,"Specialty Suite","2022-11","2022","11","07"
"9295",9383,647,2022-03-24,350.33,"Standard","2022-03","2022","03","24"
"9296",9384,953,2022-02-20,456.56,"Suite","2022-02","2022","02","20"
"9297",9385,7738,2022-09-11,299.68,"Standard","2022-09","2022","09","11"
"9298",9386,3475,2023-11-18,279.97,"Premier","2023-11","2023","11","18"
"9299",9387,2400,2024-07-01,296.42,"Premier","2024-07","2024","07","01"
"9300",9388,399,2022-11-01,387.08,"Premier","2022-11","2022","11","01"
"9301",9389,3734,2022-11-06,196.95,"Standard","2022-11","2022","11","06"
"9302",9390,3804,2022-01-06,288.36,"Specialty Suite","2022-01","2022","01","06"
"9303",9391,5551,2022-08-08,353.34,"Standard","2022-08","2022","08","08"
"9304",9392,2253,2022-10-22,408.18,"Premier","2022-10","2022","10","22"
"9305",9393,4176,2023-02-23,431.05,"Premier","2023-02","2023","02","23"
"9306",9394,1338,2023-05-09,412.86,"Suite","2023-05","2023","05","09"
"9307",9395,7992,2023-11-27,462.76,"Standard","2023-11","2023","11","27"
"9308",9396,3213,2022-02-17,532.1,"Specialty Suite","2022-02","2022","02","17"
"9309",9397,6559,2022-10-22,308.94,"Suite","2022-10","2022","10","22"
"9310",9398,4037,2022-11-11,467.41,"Presidential","2022-11","2022","11","11"
"9311",9399,7098,2023-05-05,425.41,"Suite","2023-05","2023","05","05"
"9312",9400,5347,2022-03-30,331.58,"Specialty Suite","2022-03","2022","03","30"
"9313",9401,4071,2022-04-15,360.37,"Premier","2022-04","2022","04","15"
"9314",9402,7804,2024-06-13,272.48,"Specialty Suite","2024-06","2024","06","13"
"9315",9403,2301,2022-02-22,173.07,"Suite","2022-02","2022","02","22"
"9316",9404,5452,2024-04-19,344.31,"Specialty Suite","2024-04","2024","04","19"
"9317",9405,2272,2023-08-30,383.33,"Suite","2023-08","2023","08","30"
"9318",9406,6354,2023-12-31,349.8,"Specialty Suite","2023-12","2023","12","31"
"9319",9407,7949,2023-12-13,421.52,"Suite","2023-12","2023","12","13"
"9320",9408,4899,2023-06-27,425.59,"Suite","2023-06","2023","06","27"
"9321",9409,5890,2024-03-02,313.95,"Premier","2024-03","2024","03","02"
"9322",9410,5229,2022-06-02,308.65,"Specialty Suite","2022-06","2022","06","02"
"9323",9411,679,2024-01-18,506.54,"Suite","2024-01","2024","01","18"
"9324",9412,3018,2022-05-12,331.22,"Standard","2022-05","2022","05","12"
"9325",9413,1020,2022-05-18,259.64,"Premier","2022-05","2022","05","18"
"9326",9414,2143,2022-05-17,389.51,"Premier","2022-05","2022","05","17"
"9327",9415,6814,2023-11-18,411.88,"Suite","2023-11","2023","11","18"
"9328",9416,2178,2022-06-04,380.2,"Premier","2022-06","2022","06","04"
"9329",9417,3499,2022-02-06,413.45,"Suite","2022-02","2022","02","06"
"9330",9418,2579,2024-05-05,413.21,"Suite","2024-05","2024","05","05"
"9331",9419,5066,2022-12-05,264.04,"Premier","2022-12","2022","12","05"
"9332",9420,4252,2024-05-08,355.57,"Specialty Suite","2024-05","2024","05","08"
"9333",9421,2374,2022-03-15,321.23,"Suite","2022-03","2022","03","15"
"9334",9422,3604,2023-08-23,389.14,"Specialty Suite","2023-08","2023","08","23"
"9335",9423,3207,2022-03-01,369.19,"Specialty Suite","2022-03","2022","03","01"
"9336",9424,2247,2022-08-28,283,"Standard","2022-08","2022","08","28"
"9337",9425,5981,2024-07-16,417.92,"Specialty Suite","2024-07","2024","07","16"
"9338",9426,6073,2023-10-12,481.23,"Suite","2023-10","2023","10","12"
"9339",9427,2294,2022-03-04,321.02,"Standard","2022-03","2022","03","04"
"9340",9428,4316,2024-04-02,292.67,"Suite","2024-04","2024","04","02"
"9341",9429,5941,2024-03-05,365.97,"Specialty Suite","2024-03","2024","03","05"
"9342",9430,7954,2023-12-05,413.28,"Presidential","2023-12","2023","12","05"
"9343",9431,1334,2022-06-06,260,"Specialty Suite","2022-06","2022","06","06"
"9344",9432,7953,2024-04-16,310.63,"Specialty Suite","2024-04","2024","04","16"
"9345",9433,2137,2022-10-07,552.09,"Suite","2022-10","2022","10","07"
"9346",9434,2458,2022-11-12,406.05,"Standard","2022-11","2022","11","12"
"9347",9435,5754,2022-12-13,367.35,"Premier","2022-12","2022","12","13"
"9348",9436,3981,2023-12-22,361.13,"Specialty Suite","2023-12","2023","12","22"
"9349",9437,7726,2023-03-05,296.65,"Premier","2023-03","2023","03","05"
"9350",9438,19,2024-04-08,393.57,"Standard","2024-04","2024","04","08"
"9351",9439,6165,2022-08-11,424.56,"Presidential","2022-08","2022","08","11"
"9352",9440,7119,2020-05-06,444.21,"Premier","2020-05","0006","05","20"
"9353",9441,582,2023-05-01,441.63,"Presidential","2023-05","2023","05","01"
"9354",9442,643,2022-09-25,409.61,"Suite","2022-09","2022","09","25"
"9355",9443,6465,2022-12-16,420.41,"Suite","2022-12","2022","12","16"
"9356",9444,297,2023-11-20,293.32,"Standard","2023-11","2023","11","20"
"9357",9445,4534,2023-06-02,148.89,"Premier","2023-06","2023","06","02"
"9358",9446,6112,2022-06-10,316.85,"Standard","2022-06","2022","06","10"
"9359",9447,2856,2023-03-23,263.65,"Specialty Suite","2023-03","2023","03","23"
"9360",9448,236,2023-07-19,189.49,"Premier","2023-07","2023","07","19"
"9361",9449,1904,2023-01-10,427.48,"Suite","2023-01","2023","01","10"
"9362",9450,5861,2022-07-23,431.75,"Suite","2022-07","2022","07","23"
"9363",9451,7602,2023-12-28,295.13,"Suite","2023-12","2023","12","28"
"9364",9452,2133,2023-12-27,360.91,"Premier","2023-12","2023","12","27"
"9365",9453,516,2024-06-06,254.95,"Premier","2024-06","2024","06","06"
"9366",9454,7981,2023-11-15,344.74,"Standard","2023-11","2023","11","15"
"9367",9455,1628,2022-09-24,396.11,"Specialty Suite","2022-09","2022","09","24"
"9368",9456,2585,2022-09-12,382.79,"Specialty Suite","2022-09","2022","09","12"
"9369",9457,2826,2024-03-26,234.75,"Specialty Suite","2024-03","2024","03","26"
"9370",9458,1677,2022-09-14,374.52,"Suite","2022-09","2022","09","14"
"9371",9459,6784,2022-05-12,331.82,"Premier","2022-05","2022","05","12"
"9372",9460,1387,2022-06-21,517.72,"Premier","2022-06","2022","06","21"
"9373",9461,326,2024-01-18,292.7,"Specialty Suite","2024-01","2024","01","18"
"9374",9462,5662,2023-06-15,285.31,"Specialty Suite","2023-06","2023","06","15"
"9375",9463,5186,2022-12-29,231.54,"Specialty Suite","2022-12","2022","12","29"
"9376",9464,5906,2023-08-29,412.64,"Suite","2023-08","2023","08","29"
"9377",9465,3328,2023-02-16,188.65,"Specialty Suite","2023-02","2023","02","16"
"9378",9466,3568,2022-05-21,426.65,"Premier","2022-05","2022","05","21"
"9379",9467,1867,2023-12-03,154.44,"Specialty Suite","2023-12","2023","12","03"
"9380",9468,4982,2020-08-29,343.95,"Specialty Suite","2020-08","0029","08","20"
"9381",9469,7367,2020-01-24,298.58,"Standard","2020-01","0024","01","20"
"9382",9470,2776,2022-02-17,430.52,"Standard","2022-02","2022","02","17"
"9383",9471,908,2024-03-28,301.85,"Specialty Suite","2024-03","2024","03","28"
"9384",9472,260,2022-09-23,436.96,"Suite","2022-09","2022","09","23"
"9385",9473,2519,2022-08-24,396.97,"Suite","2022-08","2022","08","24"
"9386",9474,162,2022-11-10,297.18,"Specialty Suite","2022-11","2022","11","10"
"9387",9475,6693,2022-12-28,301.36,"Suite","2022-12","2022","12","28"
"9388",9476,5182,2024-07-13,464.05,"Specialty Suite","2024-07","2024","07","13"
"9389",9477,4597,2023-09-03,425.81,"Suite","2023-09","2023","09","03"
"9390",9478,5189,2024-06-08,338.32,"Standard","2024-06","2024","06","08"
"9391",9479,3350,2023-05-22,343.67,"Premier","2023-05","2023","05","22"
"9392",9480,2651,2022-12-20,474.01,"Suite","2022-12","2022","12","20"
"9393",9481,5877,2022-02-01,489.19,"Suite","2022-02","2022","02","01"
"9394",9482,3736,2022-06-28,409.13,"Suite","2022-06","2022","06","28"
"9395",9483,6611,2022-03-11,281.49,"Specialty Suite","2022-03","2022","03","11"
"9396",9484,1175,2022-07-23,361.82,"Standard","2022-07","2022","07","23"
"9397",9485,2143,2023-06-12,269.46,"Specialty Suite","2023-06","2023","06","12"
"9398",9486,2972,2022-09-24,313.83,"Specialty Suite","2022-09","2022","09","24"
"9399",9487,2067,2023-04-25,417.72,"Suite","2023-04","2023","04","25"
"9400",9488,5151,2023-05-20,328.84,"Premier","2023-05","2023","05","20"
"9401",9489,7861,2023-10-14,274.96,"Standard","2023-10","2023","10","14"
"9402",9490,6894,2022-01-14,289.08,"Specialty Suite","2022-01","2022","01","14"
"9403",9491,1561,2022-05-13,419.93,"Specialty Suite","2022-05","2022","05","13"
"9404",9492,4250,2022-03-21,374.19,"Premier","2022-03","2022","03","21"
"9405",9493,524,2023-02-27,338.09,"Specialty Suite","2023-02","2023","02","27"
"9406",9494,3686,2022-04-06,306.65,"Specialty Suite","2022-04","2022","04","06"
"9407",9495,1745,2024-06-26,412.62,"Suite","2024-06","2024","06","26"
"9408",9496,7229,2023-11-10,333.44,"Specialty Suite","2023-11","2023","11","10"
"9409",9497,4522,2023-07-04,159.49,"Specialty Suite","2023-07","2023","07","04"
"9410",9498,3627,2023-06-07,416.86,"Specialty Suite","2023-06","2023","06","07"
"9411",9499,5280,2022-05-26,383,"Standard","2022-05","2022","05","26"
"9412",9500,6998,2023-10-25,380.66,"Premier","2023-10","2023","10","25"
"9413",9501,1706,2022-07-04,532.52,"Specialty Suite","2022-07","2022","07","04"
"9414",9502,5142,2023-08-14,345.15,"Suite","2023-08","2023","08","14"
"9415",9503,5421,2022-10-28,470.58,"Suite","2022-10","2022","10","28"
"9416",9504,2735,2023-11-06,375.77,"Specialty Suite","2023-11","2023","11","06"
"9417",9505,1246,2023-11-08,323.96,"Specialty Suite","2023-11","2023","11","08"
"9418",9506,2970,2022-02-25,423.11,"Specialty Suite","2022-02","2022","02","25"
"9419",9507,4794,2023-02-09,229.83,"Suite","2023-02","2023","02","09"
"9420",9508,857,2024-02-25,390.11,"Specialty Suite","2024-02","2024","02","25"
"9421",9509,560,2022-09-08,374.93,"Standard","2022-09","2022","09","08"
"9422",9510,4485,2022-03-15,269.43,"Premier","2022-03","2022","03","15"
"9423",9511,2125,2023-04-03,386.74,"Specialty Suite","2023-04","2023","04","03"
"9424",9512,5973,2023-12-02,367.39,"Specialty Suite","2023-12","2023","12","02"
"9425",9513,5472,2022-06-20,320.95,"Specialty Suite","2022-06","2022","06","20"
"9426",9514,2152,2023-11-13,389.65,"Specialty Suite","2023-11","2023","11","13"
"9427",9515,7218,2022-11-12,309.13,"Specialty Suite","2022-11","2022","11","12"
"9428",9516,2155,2023-06-16,545.9,"Suite","2023-06","2023","06","16"
"9429",9517,2682,2022-04-22,426.91,"Premier","2022-04","2022","04","22"
"9430",9518,4457,2024-07-12,455.17,"Suite","2024-07","2024","07","12"
"9431",9519,6875,2024-04-10,416.88,"Premier","2024-04","2024","04","10"
"9432",9520,2803,2022-02-01,295.75,"Standard","2022-02","2022","02","01"
"9433",9521,2320,2020-03-15,433.08,"Suite","2020-03","0015","03","20"
"9434",9522,5003,2024-01-27,441.19,"Specialty Suite","2024-01","2024","01","27"
"9435",9523,2121,2023-05-11,463.36,"Premier","2023-05","2023","05","11"
"9436",9524,5271,2023-04-11,315.19,"Suite","2023-04","2023","04","11"
"9437",9525,7374,2022-09-30,209.9,"Premier","2022-09","2022","09","30"
"9438",9526,2792,2023-09-08,325.86,"Specialty Suite","2023-09","2023","09","08"
"9439",9527,4038,2023-09-09,378.72,"Premier","2023-09","2023","09","09"
"9440",9528,7301,2023-04-25,497.34,"Premier","2023-04","2023","04","25"
"9441",9529,6278,2022-11-03,293.8,"Premier","2022-11","2022","11","03"
"9442",9530,7017,2024-06-19,498.04,"Presidential","2024-06","2024","06","19"
"9443",9531,6793,2024-03-18,425.73,"Premier","2024-03","2024","03","18"
"9444",9532,4876,2023-05-28,328.44,"Standard","2023-05","2023","05","28"
"9445",9533,1779,2023-01-02,321.67,"Suite","2023-01","2023","01","02"
"9446",9534,3189,2023-10-14,233.74,"Specialty Suite","2023-10","2023","10","14"
"9447",9535,1965,2023-09-12,330.43,"Standard","2023-09","2023","09","12"
"9448",9536,1997,2023-08-06,492.04,"Suite","2023-08","2023","08","06"
"9449",9537,100,2024-03-13,334.45,"Premier","2024-03","2024","03","13"
"9450",9538,662,2024-05-23,340.55,"Specialty Suite","2024-05","2024","05","23"
"9451",9539,706,2022-08-19,337.76,"Specialty Suite","2022-08","2022","08","19"
"9452",9540,9,2024-06-18,287.2,"Premier","2024-06","2024","06","18"
"9453",9541,6864,2022-03-07,334.2,"Standard","2022-03","2022","03","07"
"9454",9542,3657,2020-07-06,307.58,"Specialty Suite","2020-07","0006","07","20"
"9455",9543,2225,2023-04-27,215.01,"Suite","2023-04","2023","04","27"
"9456",9544,4652,2023-11-02,283.08,"Specialty Suite","2023-11","2023","11","02"
"9457",9545,4124,2023-09-04,347.52,"Specialty Suite","2023-09","2023","09","04"
"9458",9546,7618,2023-12-08,379.92,"Specialty Suite","2023-12","2023","12","08"
"9459",9547,1247,2024-02-27,364.13,"Standard","2024-02","2024","02","27"
"9460",9548,2912,2022-07-03,336.26,"Specialty Suite","2022-07","2022","07","03"
"9461",9549,1856,2022-05-02,328.22,"Specialty Suite","2022-05","2022","05","02"
"9462",9550,2573,2022-10-29,402.88,"Presidential","2022-10","2022","10","29"
"9463",9551,1648,2023-11-23,299.33,"Suite","2023-11","2023","11","23"
"9464",9552,7812,2024-06-24,266.55,"Suite","2024-06","2024","06","24"
"9465",9553,6073,2024-01-12,486.45,"Presidential","2024-01","2024","01","12"
"9466",9554,4969,2024-04-25,303.9,"Premier","2024-04","2024","04","25"
"9467",9555,7541,2022-09-13,387.21,"Premier","2022-09","2022","09","13"
"9468",9556,1300,2023-05-01,390.14,"Standard","2023-05","2023","05","01"
"9469",9557,7523,2024-06-06,416.42,"Premier","2024-06","2024","06","06"
"9470",9558,1240,2022-07-16,425.9,"Suite","2022-07","2022","07","16"
"9471",9559,4622,2023-10-22,399.85,"Specialty Suite","2023-10","2023","10","22"
"9472",9560,5624,2023-02-02,556.54,"Specialty Suite","2023-02","2023","02","02"
"9473",9561,24,2023-06-25,338.28,"Suite","2023-06","2023","06","25"
"9474",9562,4018,2022-04-03,372.23,"Premier","2022-04","2022","04","03"
"9475",9563,972,2022-03-29,429.16,"Suite","2022-03","2022","03","29"
"9476",9564,6627,2024-05-29,414.67,"Specialty Suite","2024-05","2024","05","29"
"9477",9565,6733,2020-07-24,492.78,"Specialty Suite","2020-07","0024","07","20"
"9478",9566,3980,2023-09-07,416.62,"Specialty Suite","2023-09","2023","09","07"
"9479",9567,5210,2023-03-09,289.33,"Standard","2023-03","2023","03","09"
"9480",9568,4560,2023-08-23,442.9,"Specialty Suite","2023-08","2023","08","23"
"9481",9569,3848,2022-04-05,545.82,"Premier","2022-04","2022","04","05"
"9482",9570,7938,2023-06-15,317.59,"Premier","2023-06","2023","06","15"
"9483",9571,172,2022-07-02,382.93,"Specialty Suite","2022-07","2022","07","02"
"9484",9572,2927,2022-04-21,345.48,"Premier","2022-04","2022","04","21"
"9485",9573,7205,2022-10-03,432.95,"Standard","2022-10","2022","10","03"
"9486",9574,4040,2023-03-01,461.2,"Specialty Suite","2023-03","2023","03","01"
"9487",9575,4404,2023-05-14,334.08,"Premier","2023-05","2023","05","14"
"9488",9576,586,2022-07-05,318.45,"Premier","2022-07","2022","07","05"
"9489",9577,6856,2023-01-04,373.44,"Suite","2023-01","2023","01","04"
"9490",9578,2437,2023-05-21,323.02,"Standard","2023-05","2023","05","21"
"9491",9579,1478,2022-12-04,268.24,"Standard","2022-12","2022","12","04"
"9492",9580,166,2022-05-05,430.71,"Specialty Suite","2022-05","2022","05","05"
"9493",9581,7924,2022-04-06,350.07,"Specialty Suite","2022-04","2022","04","06"
"9494",9582,4540,2023-04-15,493.44,"Suite","2023-04","2023","04","15"
"9495",9583,3906,2022-01-24,398.9,"Premier","2022-01","2022","01","24"
"9496",9584,6680,2022-05-20,517.63,"Premier","2022-05","2022","05","20"
"9497",9585,3421,2023-01-21,352.93,"Standard","2023-01","2023","01","21"
"9498",9586,2991,2022-11-27,379.91,"Specialty Suite","2022-11","2022","11","27"
"9499",9587,392,2022-08-12,375.21,"Premier","2022-08","2022","08","12"
"9500",9588,7475,2023-10-15,215.07,"Specialty Suite","2023-10","2023","10","15"
"9501",9589,1852,2023-11-01,477.12,"Suite","2023-11","2023","11","01"
"9502",9590,5605,2023-08-07,294.06,"Specialty Suite","2023-08","2023","08","07"
"9503",9591,7796,2020-12-26,387.11,"Premier","2020-12","0026","12","20"
"9504",9592,5370,2023-05-23,319.56,"Premier","2023-05","2023","05","23"
"9505",9593,3765,2020-07-22,443.3,"Specialty Suite","2020-07","0022","07","20"
"9506",9594,4825,2022-10-27,363.37,"Standard","2022-10","2022","10","27"
"9507",9595,4363,2022-03-02,435.14,"Suite","2022-03","2022","03","02"
"9508",9596,4625,2023-10-17,347.89,"Specialty Suite","2023-10","2023","10","17"
"9509",9597,221,2023-11-13,340.49,"Suite","2023-11","2023","11","13"
"9510",9598,2044,2024-03-24,275.45,"Standard","2024-03","2024","03","24"
"9511",9599,7730,2024-03-11,164.92,"Specialty Suite","2024-03","2024","03","11"
"9512",9600,6903,2022-08-31,362.18,"Standard","2022-08","2022","08","31"
"9513",9601,7173,2024-03-26,379.15,"Specialty Suite","2024-03","2024","03","26"
"9514",9602,7900,2022-01-08,372.74,"Specialty Suite","2022-01","2022","01","08"
"9515",9603,4852,2023-04-17,339.04,"Premier","2023-04","2023","04","17"
"9516",9604,1118,2022-08-03,381.81,"Premier","2022-08","2022","08","03"
"9517",9605,3997,2024-04-05,349.2,"Standard","2024-04","2024","04","05"
"9518",9606,1812,2022-10-17,289.7,"Specialty Suite","2022-10","2022","10","17"
"9519",9607,2349,2024-02-09,326.24,"Standard","2024-02","2024","02","09"
"9520",9608,6692,2023-12-07,305.07,"Suite","2023-12","2023","12","07"
"9521",9609,847,2022-05-01,382.34,"Premier","2022-05","2022","05","01"
"9522",9610,7914,2022-10-10,293.56,"Specialty Suite","2022-10","2022","10","10"
"9523",9611,74,2023-03-24,404.74,"Specialty Suite","2023-03","2023","03","24"
"9524",9612,7092,2024-04-03,359.45,"Standard","2024-04","2024","04","03"
"9525",9613,6563,2022-05-08,388.85,"Specialty Suite","2022-05","2022","05","08"
"9526",9614,1935,2023-12-12,379,"Premier","2023-12","2023","12","12"
"9527",9615,5592,2023-02-02,331.51,"Specialty Suite","2023-02","2023","02","02"
"9528",9616,7887,2023-02-12,408.99,"Presidential","2023-02","2023","02","12"
"9529",9618,1832,2023-04-19,328.08,"Premier","2023-04","2023","04","19"
"9530",9619,123,2022-02-21,327.84,"Premier","2022-02","2022","02","21"
"9531",9620,2740,2022-05-04,358.76,"Specialty Suite","2022-05","2022","05","04"
"9532",9621,1063,2023-09-14,332.75,"Premier","2023-09","2023","09","14"
"9533",9622,4842,2022-06-12,296.92,"Standard","2022-06","2022","06","12"
"9534",9623,6376,2022-12-28,306.64,"Suite","2022-12","2022","12","28"
"9535",9624,7929,2022-10-26,262.94,"Specialty Suite","2022-10","2022","10","26"
"9536",9625,6921,2023-07-19,447.44,"Specialty Suite","2023-07","2023","07","19"
"9537",9626,6289,2023-02-22,402.24,"Specialty Suite","2023-02","2023","02","22"
"9538",9627,4159,2024-06-22,97.58,"Specialty Suite","2024-06","2024","06","22"
"9539",9628,6981,2024-04-21,290.78,"Suite","2024-04","2024","04","21"
"9540",9629,6004,2024-06-25,288.82,"Specialty Suite","2024-06","2024","06","25"
"9541",9630,2232,2023-08-14,329.01,"Standard","2023-08","2023","08","14"
"9542",9631,5593,2022-12-14,307.61,"Premier","2022-12","2022","12","14"
"9543",9632,5288,2020-03-12,347.81,"Standard","2020-03","0012","03","20"
"9544",9633,2902,2022-09-15,315.36,"Specialty Suite","2022-09","2022","09","15"
"9545",9634,324,2022-02-27,304.35,"Premier","2022-02","2022","02","27"
"9546",9635,5990,2022-05-30,342.92,"Standard","2022-05","2022","05","30"
"9547",9636,2442,2024-06-06,255.96,"Premier","2024-06","2024","06","06"
"9548",9637,2079,2020-06-11,378.02,"Specialty Suite","2020-06","0011","06","20"
"9549",9638,2011,2022-04-06,413.96,"Suite","2022-04","2022","04","06"
"9550",9639,166,2024-04-03,321.65,"Premier","2024-04","2024","04","03"
"9551",9640,4667,2022-07-13,387.67,"Premier","2022-07","2022","07","13"
"9552",9641,7113,2023-11-11,390.06,"Specialty Suite","2023-11","2023","11","11"
"9553",9642,1531,2024-06-17,405.96,"Suite","2024-06","2024","06","17"
"9554",9643,7322,2022-05-14,333.38,"Premier","2022-05","2022","05","14"
"9555",9644,2378,2024-07-21,329.09,"Standard","2024-07","2024","07","21"
"9556",9645,6707,2020-06-14,376.06,"Premier","2020-06","0014","06","20"
"9557",9646,3662,2024-07-03,315.44,"Specialty Suite","2024-07","2024","07","03"
"9558",9647,1127,2024-06-04,359,"Suite","2024-06","2024","06","04"
"9559",9648,5885,2022-07-11,454.31,"Suite","2022-07","2022","07","11"
"9560",9649,4134,2020-07-27,416.8,"Suite","2020-07","0027","07","20"
"9561",9650,213,2024-03-03,264.97,"Specialty Suite","2024-03","2024","03","03"
"9562",9651,4244,2022-08-31,315.54,"Standard","2022-08","2022","08","31"
"9563",9652,7717,2023-11-14,258.55,"Premier","2023-11","2023","11","14"
"9564",9653,6621,2023-02-15,357.91,"Suite","2023-02","2023","02","15"
"9565",9654,1445,2023-08-24,284.12,"Specialty Suite","2023-08","2023","08","24"
"9566",9655,2741,2024-07-20,274.15,"Premier","2024-07","2024","07","20"
"9567",9656,884,2024-05-07,370.11,"Premier","2024-05","2024","05","07"
"9568",9657,7356,2023-10-17,279.73,"Premier","2023-10","2023","10","17"
"9569",9658,761,2022-10-26,466.37,"Specialty Suite","2022-10","2022","10","26"
"9570",9659,2624,2023-01-03,298.44,"Premier","2023-01","2023","01","03"
"9571",9660,1530,2023-08-21,233.54,"Standard","2023-08","2023","08","21"
"9572",9661,1193,2023-10-24,318.72,"Specialty Suite","2023-10","2023","10","24"
"9573",9662,1030,2024-07-26,335.02,"Premier","2024-07","2024","07","26"
"9574",9663,5298,2024-03-18,431.88,"Suite","2024-03","2024","03","18"
"9575",9664,4976,2022-07-23,383.67,"Suite","2022-07","2022","07","23"
"9576",9665,3213,2023-01-08,370.01,"Specialty Suite","2023-01","2023","01","08"
"9577",9666,7007,2023-04-20,441.48,"Suite","2023-04","2023","04","20"
"9578",9667,7007,2023-03-28,434.41,"Suite","2023-03","2023","03","28"
"9579",9668,6085,2023-10-24,310.37,"Standard","2023-10","2023","10","24"
"9580",9669,6988,2023-08-02,415.01,"Specialty Suite","2023-08","2023","08","02"
"9581",9670,5971,2023-09-05,406.13,"Suite","2023-09","2023","09","05"
"9582",9671,3654,2024-02-02,344.85,"Suite","2024-02","2024","02","02"
"9583",9672,1580,2023-04-30,503.27,"Specialty Suite","2023-04","2023","04","30"
"9584",9673,4418,2022-10-29,381.96,"Suite","2022-10","2022","10","29"
"9585",9674,45,2020-06-14,293.35,"Specialty Suite","2020-06","0014","06","20"
"9586",9675,7541,2022-04-10,368.59,"Standard","2022-04","2022","04","10"
"9587",9676,2107,2024-05-10,247.23,"Standard","2024-05","2024","05","10"
"9588",9677,7573,2023-07-26,415.68,"Suite","2023-07","2023","07","26"
"9589",9678,2976,2020-01-15,324.18,"Premier","2020-01","0015","01","20"
"9590",9679,2163,2022-10-22,365.35,"Standard","2022-10","2022","10","22"
"9591",9680,1640,2024-05-06,444.39,"Suite","2024-05","2024","05","06"
"9592",9681,7642,2023-11-27,342.73,"Suite","2023-11","2023","11","27"
"9593",9682,2264,2022-03-17,296.38,"Premier","2022-03","2022","03","17"
"9594",9683,7742,2020-09-14,274.44,"Premier","2020-09","0014","09","20"
"9595",9684,4178,2022-12-09,335.81,"Specialty Suite","2022-12","2022","12","09"
"9596",9685,3734,2024-02-09,410.3,"Specialty Suite","2024-02","2024","02","09"
"9597",9686,2981,2024-04-18,372.62,"Premier","2024-04","2024","04","18"
"9598",9687,5087,2022-08-11,496.45,"Specialty Suite","2022-08","2022","08","11"
"9599",9688,6093,2022-08-11,430.51,"Suite","2022-08","2022","08","11"
"9600",9689,7335,2023-01-31,435.83,"Specialty Suite","2023-01","2023","01","31"
"9601",9690,3069,2024-06-15,361.32,"Premier","2024-06","2024","06","15"
"9602",9691,1426,2022-10-13,299.86,"Specialty Suite","2022-10","2022","10","13"
"9603",9692,6269,2024-06-17,316.01,"Specialty Suite","2024-06","2024","06","17"
"9604",9693,5949,2022-10-01,210.24,"Premier","2022-10","2022","10","01"
"9605",9694,4347,2022-02-03,356.92,"Standard","2022-02","2022","02","03"
"9606",9695,53,2024-02-12,378.11,"Premier","2024-02","2024","02","12"
"9607",9696,2030,2024-05-06,363.07,"Standard","2024-05","2024","05","06"
"9608",9697,5091,2023-05-04,346.75,"Premier","2023-05","2023","05","04"
"9609",9698,1896,2023-07-10,295.47,"Standard","2023-07","2023","07","10"
"9610",9699,1007,2023-09-13,431.63,"Presidential","2023-09","2023","09","13"
