"","CustomerID","X.1","X","TransactionDate","Amount","ProductCategory","Month_Yr","Yr","Month","Day","Month_Yr_graph","final_category","HighValue"
"7664",4117,9612,9701,2022-09-17,386.31,"Premier","2022-09","2022","09",17,2022-09-01,"Silver","No"
"6504",3488,4522,4562,2022-01-20,423.55,"Specialty Suite","2022-01","2022","01",20,2022-01-01,"Silver","No"
"9520",5114,3447,3477,2023-06-03,321.98,"Premier","2023-06","2023","06",3,2023-06-01,"Silver","No"
"7662",4117,12595,12722,2023-11-15,447.98,"Suite","2023-11","2023","11",15,2023-11-01,"Silver","No"
"13047",7006,7709,7779,2023-11-16,290.78,"Specialty Suite","2023-11","2023","11",16,2023-11-01,"Silver","No"
"6273",3355,3111,3140,2024-01-05,346.6,"Premier","2024-01","2024","01",5,2024-01-01,"Silver","No"
"4397",2323,8531,8612,2022-10-02,281.69,"Standard","2022-10","2022","10",2,2022-10-01,"Silver","No"
"8390",4508,7741,7814,2023-08-30,343.71,"Premier","2023-08","2023","08",30,2023-08-01,"Silver","No"
"11032",5900,5750,5801,2023-02-26,259.22,"Premier","2023-02","2023","02",26,2023-02-01,"Silver","No"
"3199",1689,1053,1062,2024-07-29,341.64,"Standard","2024-07","2024","07",29,2024-07-01,"Silver","No"
"5505",2927,10123,10217,2022-11-07,373.12,"Premier","2022-11","2022","11",7,2022-11-01,"Silver","Yes"
"7446",3992,10331,10430,2022-05-29,243.61,"Premier","2022-05","2022","05",29,2022-05-01,"Silver","No"
"11857",6340,1130,1140,2023-03-27,367.8,"Premier","2023-03","2023","03",27,2023-03-01,"Silver","No"
"6652",3583,14780,14929,2022-07-17,399.58,"Standard","2022-07","2022","07",17,2022-07-01,"Silver","No"
"10753",5759,1830,1843,2022-10-17,445.68,"Suite","2022-10","2022","10",17,2022-10-01,"Silver","No"
"4201",2223,12001,12118,2023-10-17,345.81,"Suite","2023-10","2023","10",17,2023-10-01,"Bronze","No"
"12340",6614,6191,6246,2023-08-24,327.19,"Specialty Suite","2023-08","2023","08",24,2023-08-01,"Bronze","No"
"7214",3880,11745,11861,2024-06-27,436.62,"Suite","2024-06","2024","06",27,2024-06-01,"Silver","No"
"11504",6148,864,871,2022-09-25,479.89,"Premier","2022-09","2022","09",25,2022-09-01,"Silver","No"
"1108",587,2349,2371,2022-06-15,383.02,"Standard","2022-06","2022","06",15,2022-06-01,"Silver","No"
"13369",7179,5956,6009,2022-05-22,532.65,"Specialty Suite","2022-05","2022","05",22,2022-05-01,"Silver","No"
"4788",2527,10878,10984,2023-10-07,353.08,"Premier","2023-10","2023","10",7,2023-10-01,"Silver","No"
"13524",7256,7448,7517,2023-01-31,145.19,"Premier","2023-01","2023","01",31,2023-01-01,"Silver","No"
"13338",7160,1319,1329,2022-12-24,244.3,"Specialty Suite","2022-12","2022","12",24,2022-12-01,"Gold","Yes"
"8866",4756,14574,14721,2022-03-28,358.51,"Premier","2022-03","2022","03",28,2022-03-01,"Silver","No"
"5588",2969,3976,4012,2022-03-08,407.55,"Specialty Suite","2022-03","2022","03",8,2022-03-01,"Bronze","No"
"14365",7720,7484,7553,2024-04-26,478.84,"Specialty Suite","2024-04","2024","04",26,2024-04-01,"Silver","Yes"
"8709",4673,14586,14733,2024-01-15,290.17,"Premier","2024-01","2024","01",15,2024-01-01,"Silver","No"
"5778",3065,7910,7985,2024-02-03,563.27,"Specialty Suite","2024-02","2024","02",3,2024-02-01,"Silver","No"
"12577",6740,131,132,2020-10-22,353.87,"Standard","2020-10","2020","10",20,2020-10-01,"Silver","No"
"6173",3308,8495,8576,2020-03-26,287.89,"Specialty Suite","2020-03","2020","03",20,2020-03-01,"Silver","No"
"4285",2265,3237,3267,2024-01-10,319.22,"Standard","2024-01","2024","01",10,2024-01-01,"Silver","No"
"11828",6322,10188,10282,2022-10-25,420.65,"Suite","2022-10","2022","10",25,2022-10-01,"Silver","No"
"12866",6921,9536,9625,2023-07-19,447.44,"Specialty Suite","2023-07","2023","07",19,2023-07-01,"Silver","No"
"11088",5934,14453,14599,2022-10-07,228.75,"Specialty Suite","2022-10","2022","10",7,2022-10-01,"Silver","No"
"2690",1424,12982,13112,2023-11-07,357.88,"Standard","2023-11","2023","11",7,2023-11-01,"Bronze","No"
"3259",1723,5603,5653,2022-08-20,467.01,"Specialty Suite","2022-08","2022","08",20,2022-08-01,"Silver","No"
"652",336,2642,2667,2022-07-11,282.52,"Specialty Suite","2022-07","2022","07",11,2022-07-01,"Silver","No"
"9587",5151,9400,9488,2023-05-20,328.84,"Premier","2023-05","2023","05",20,2023-05-01,"Silver","No"
"11189",5985,7977,8052,2022-12-24,460.05,"Specialty Suite","2022-12","2022","12",24,2022-12-01,"Silver","No"
"3936",2080,2201,2219,2020-04-10,310.05,"Premier","2020-04","2020","04",20,2020-04-01,"Silver","No"
"3087",1630,2376,2399,2022-07-02,399.66,"Standard","2022-07","2022","07",2,2022-07-01,"Bronze","No"
"2714",1440,10612,10714,2022-06-12,529.64,"Premier","2022-06","2022","06",12,2022-06-01,"Silver","No"
"415",204,11468,11584,2023-12-16,183.28,"Standard","2023-12","2023","12",16,2023-12-01,"Bronze","No"
"9596",5156,2018,2034,2023-05-17,325.82,"Premier","2023-05","2023","05",17,2023-05-01,"Silver","No"
"12386",6638,8290,8367,2022-08-16,563.82,"Suite","2022-08","2022","08",16,2022-08-01,"Silver","Yes"
"4880",2577,6361,6419,2022-07-25,449.23,"Specialty Suite","2022-07","2022","07",25,2022-07-01,"Bronze","No"
"13812",7418,13461,13595,2022-05-21,404.84,"Presidential","2022-05","2022","05",21,2022-05-01,"Silver","No"
"1870",987,3375,3405,2024-04-01,392.24,"Standard","2024-04","2024","04",1,2024-04-01,"Bronze","No"
"7071",3802,912,919,2022-03-04,296.19,"Standard","2022-03","2022","03",4,2022-03-01,"Silver","No"
"8236",4439,3916,3950,2020-08-27,360.41,"Standard","2020-08","2020","08",20,2020-08-01,"Silver","No"
"12578",6741,8568,8650,2024-03-25,376.62,"Specialty Suite","2024-03","2024","03",25,2024-03-01,"Silver","No"
"13401",7193,11873,11990,2023-08-17,225.89,"Standard","2023-08","2023","08",17,2023-08-01,"Silver","No"
"12997",6982,13733,13869,2022-01-01,390.66,"Specialty Suite","2022-01","2022","01",1,2022-01-01,"Silver","No"
"2879",1523,4072,4108,2022-06-08,348.51,"Premier","2022-06","2022","06",8,2022-06-01,"Silver","No"
"11427",6107,13886,14023,2022-01-24,275.81,"Premier","2022-01","2022","01",24,2022-01-01,"Silver","No"
"9935",5342,1820,1833,2022-10-05,375.39,"Specialty Suite","2022-10","2022","10",5,2022-10-01,"Silver","No"
"7284",3917,1363,1373,2023-11-25,407.82,"Specialty Suite","2023-11","2023","11",25,2023-11-01,"Silver","No"
"3786",2003,6874,6938,2024-01-27,333.88,"Suite","2024-01","2024","01",27,2024-01-01,"Silver","No"
"13551",7269,8414,8493,2022-06-07,437.51,"Presidential","2022-06","2022","06",7,2022-06-01,"Silver","No"
"8989",4823,7038,7105,2022-01-01,392.98,"Standard","2022-01","2022","01",1,2022-01-01,"Silver","No"
"7398",3974,8066,8142,2022-01-10,294.25,"Premier","2022-01","2022","01",10,2022-01-01,"Silver","No"
"6000",3211,11762,11878,2022-03-21,244.48,"Specialty Suite","2022-03","2022","03",21,2022-03-01,"Silver","No"
"12731",6838,13082,13213,2022-09-15,460.28,"Specialty Suite","2022-09","2022","09",15,2022-09-01,"Silver","No"
"2918",1539,478,481,2022-03-18,296.71,"Standard","2022-03","2022","03",18,2022-03-01,"Silver","No"
"3667",1938,9841,9933,2020-01-28,272.69,"Standard","2020-01","2020","01",20,2020-01-01,"Gold","Yes"
"1389",738,14509,14655,2022-09-24,331.99,"Standard","2022-09","2022","09",24,2022-09-01,"Silver","No"
"14430",7757,11087,11196,2023-10-27,533.57,"Specialty Suite","2023-10","2023","10",27,2023-10-01,"Silver","Yes"
"1927",1019,11146,11257,2023-03-21,443.13,"Suite","2023-03","2023","03",21,2023-03-01,"Silver","No"
"14715",7921,3667,3699,2022-10-03,395.29,"Premier","2022-10","2022","10",3,2022-10-01,"Silver","No"
"2665",1406,4948,4989,2024-01-10,367.1,"Suite","2024-01","2024","01",10,2024-01-01,"Silver","Yes"
"1488",786,421,424,2022-07-14,330.14,"Suite","2022-07","2022","07",14,2022-07-01,"Silver","No"
"14556",7829,14422,14568,2023-10-06,496.99,"Suite","2023-10","2023","10",6,2023-10-01,"Silver","No"
"10687",5726,8428,8507,2023-09-25,268.7,"Standard","2023-09","2023","09",25,2023-09-01,"Silver","Yes"
"3284",1739,504,508,2022-03-05,441.83,"Specialty Suite","2022-03","2022","03",5,2022-03-01,"Silver","No"
"650",336,1890,1903,2023-09-15,445.43,"Specialty Suite","2023-09","2023","09",15,2023-09-01,"Silver","No"
"13276",7125,10549,10650,2023-02-15,374.65,"Specialty Suite","2023-02","2023","02",15,2023-02-01,"Silver","Yes"
"7415",3981,13711,13847,2024-06-26,403.17,"Suite","2024-06","2024","06",26,2024-06-01,"Gold","Yes"
"3981",2109,12010,12127,2023-08-18,361.13,"Specialty Suite","2023-08","2023","08",18,2023-08-01,"Silver","No"
"4396",2323,14584,14731,2024-01-22,350.67,"Specialty Suite","2024-01","2024","01",22,2024-01-01,"Silver","No"
"1077",567,3604,3635,2023-03-14,353.55,"Specialty Suite","2023-03","2023","03",14,2023-03-01,"Silver","No"
"7590",4069,7134,7201,2022-12-02,273.96,"Standard","2022-12","2022","12",2,2022-12-01,"Silver","Yes"
"4877",2573,6072,6126,2022-07-13,425.25,"Specialty Suite","2022-07","2022","07",13,2022-07-01,"Silver","Yes"
"11868",6345,2184,2202,2024-07-02,460.92,"Suite","2024-07","2024","07",2,2024-07-01,"Silver","Yes"
"2754",1467,4439,4478,2024-06-19,344.16,"Specialty Suite","2024-06","2024","06",19,2024-06-01,"Gold","Yes"
"4888",2582,9809,9901,2023-12-06,373.18,"Premier","2023-12","2023","12",6,2023-12-01,"Silver","No"
"11257",6017,9101,9189,2022-09-05,251.12,"Specialty Suite","2022-09","2022","09",5,2022-09-01,"Bronze","No"
"11782",6296,6333,6391,2022-08-28,387.47,"Specialty Suite","2022-08","2022","08",28,2022-08-01,"Silver","No"
"1200",631,1510,1520,2024-04-26,299.62,"Specialty Suite","2024-04","2024","04",26,2024-04-01,"Silver","No"
"11465",6124,651,656,2022-12-21,509.24,"Premier","2022-12","2022","12",21,2022-12-01,"Silver","Yes"
"7306",3932,9849,9941,2024-05-14,206.18,"Premier","2024-05","2024","05",14,2024-05-01,"Silver","No"
"7301",3929,10821,10926,2023-05-24,279.57,"Premier","2023-05","2023","05",24,2023-05-01,"Silver","No"
"1487",786,9694,9784,2022-02-05,326.12,"Standard","2022-02","2022","02",5,2022-02-01,"Silver","No"
"58",33,12662,12789,2022-02-08,401.33,"Specialty Suite","2022-02","2022","02",8,2022-02-01,"Silver","Yes"
"1820",963,13405,13539,2024-07-16,355.87,"Specialty Suite","2024-07","2024","07",16,2024-07-01,"Bronze","No"
"7041",3778,8578,8660,2023-04-10,402.7,"Suite","2023-04","2023","04",10,2023-04-01,"Silver","No"
"12249",6562,4078,4114,2024-07-05,343.89,"Specialty Suite","2024-07","2024","07",5,2024-07-01,"Bronze","No"
"3674",1939,3728,3762,2022-06-05,347.47,"Standard","2022-06","2022","06",5,2022-06-01,"Silver","No"
"5323",2820,5996,6050,2022-06-27,349.29,"Specialty Suite","2022-06","2022","06",27,2022-06-01,"Silver","No"
"13505",7244,8545,8627,2022-05-19,282.51,"Premier","2022-05","2022","05",19,2022-05-01,"Silver","No"
"9222",4948,5730,5781,2023-02-18,390.79,"Premier","2023-02","2023","02",18,2023-02-01,"Silver","No"
"12121",6489,12787,12915,2023-01-08,334.97,"Suite","2023-01","2023","01",8,2023-01-01,"Silver","No"
"2660",1404,3620,3652,2023-10-23,289.25,"Standard","2023-10","2023","10",23,2023-10-01,"Silver","No"
"420",206,13306,13439,2024-04-02,301.59,"Suite","2024-04","2024","04",2,2024-04-01,"Silver","Yes"
"8291",4465,3291,3321,2024-06-27,401.88,"Suite","2024-06","2024","06",27,2024-06-01,"Silver","Yes"
"1836",972,10297,10396,2022-11-21,441.61,"Suite","2022-11","2022","11",21,2022-11-01,"Silver","Yes"
"4417",2334,1951,1964,2023-11-07,280.71,"Specialty Suite","2023-11","2023","11",7,2023-11-01,"Silver","No"
"6668",3590,8535,8617,2022-08-08,342.02,"Standard","2022-08","2022","08",8,2022-08-01,"Silver","Yes"
"8059",4340,11783,11899,2023-07-07,311.27,"Premier","2023-07","2023","07",7,2023-07-01,"Gold","Yes"
"13545",7266,1160,1170,2022-07-27,229.95,"Standard","2022-07","2022","07",27,2022-07-01,"Silver","No"
"5040",2657,3615,3647,2022-01-16,208.92,"Standard","2022-01","2022","01",16,2022-01-01,"Silver","No"
"6382",3414,12422,12546,2024-05-04,288.98,"Standard","2024-05","2024","05",4,2024-05-01,"Silver","No"
"548",278,11914,12031,2020-05-15,449.45,"Presidential","2020-05","2020","05",20,2020-05-01,"Silver","No"
"1832",970,2460,2483,2022-03-06,351.79,"Premier","2022-03","2022","03",6,2022-03-01,"Silver","No"
"8428",4530,10858,10964,2022-09-16,487.27,"Specialty Suite","2022-09","2022","09",16,2022-09-01,"Silver","Yes"
"9506",5108,11439,11555,2023-05-27,420.41,"Suite","2023-05","2023","05",27,2023-05-01,"Silver","No"
"4526",2392,5017,5058,2022-05-22,258.08,"Specialty Suite","2022-05","2022","05",22,2022-05-01,"Bronze","No"
"2296",1215,3731,3765,2022-09-14,197.56,"Suite","2022-09","2022","09",14,2022-09-01,"Silver","No"
"2111",1114,8940,9026,2024-02-23,478.53,"Suite","2024-02","2024","02",23,2024-02-01,"Bronze","No"
"7687",4129,4898,4939,2022-05-19,348.96,"Premier","2022-05","2022","05",19,2022-05-01,"Silver","No"
"13504",7244,9762,9853,2022-01-24,293.4,"Premier","2022-01","2022","01",24,2022-01-01,"Silver","No"
"13156",7061,7093,7160,2020-02-21,400.58,"Premier","2020-02","2020","02",20,2020-02-01,"Silver","Yes"
"14754",7945,12932,13061,2022-08-19,328.04,"Premier","2022-08","2022","08",19,2022-08-01,"Silver","No"
"950",505,14286,14429,2022-06-07,496.81,"Suite","2022-06","2022","06",7,2022-06-01,"Gold","Yes"
"590",300,14565,14711,2022-11-30,269,"Premier","2022-11","2022","11",30,2022-11-01,"Silver","No"
"1248",655,6441,6500,2022-09-08,309.1,"Standard","2022-09","2022","09",8,2022-09-01,"Silver","No"
"8259",4453,14464,14610,2022-09-14,537.78,"Suite","2022-09","2022","09",14,2022-09-01,"Gold","Yes"
"611",314,9813,9905,2023-08-13,336.64,"Specialty Suite","2023-08","2023","08",13,2023-08-01,"Silver","No"
"6582",3542,4639,4680,2023-05-11,479.42,"Suite","2023-05","2023","05",11,2023-05-01,"Bronze","No"
"9129",4897,665,670,2023-05-13,322.89,"Specialty Suite","2023-05","2023","05",13,2023-05-01,"Silver","Yes"
"7281",3915,2071,2087,2024-05-18,316.04,"Suite","2024-05","2024","05",18,2024-05-01,"Gold","Yes"
"3782",2001,3694,3728,2020-07-04,356.31,"Premier","2020-07","2020","07",20,2020-07-01,"Silver","No"
"628",325,2715,2742,2024-04-26,388.72,"Specialty Suite","2024-04","2024","04",26,2024-04-01,"Silver","No"
"422",207,8374,8452,2023-01-20,502.12,"Suite","2023-01","2023","01",20,2023-01-01,"Silver","No"
"2449",1291,3617,3649,2022-10-15,405.55,"Specialty Suite","2022-10","2022","10",15,2022-10-01,"Silver","Yes"
"14264",7668,10613,10715,2024-02-10,327.84,"Premier","2024-02","2024","02",10,2024-02-01,"Silver","No"
"6281",3358,7901,7976,2023-04-27,278.57,"Premier","2023-04","2023","04",27,2023-04-01,"Silver","No"
"13585",7291,12182,12301,2022-01-20,544.2,"Specialty Suite","2022-01","2022","01",20,2022-01-01,"Silver","No"
"10730",5746,13021,13152,2023-05-07,458.43,"Suite","2023-05","2023","05",7,2023-05-01,"Silver","No"
"5211",2753,12552,12678,2022-09-18,478.34,"Suite","2022-09","2022","09",18,2022-09-01,"Silver","No"
"5787",3072,3052,3081,2022-09-25,403.54,"Specialty Suite","2022-09","2022","09",25,2022-09-01,"Silver","No"
"6863",3683,2866,2893,2022-05-22,362.05,"Specialty Suite","2022-05","2022","05",22,2022-05-01,"Silver","No"
"9633",5174,1815,1828,2023-05-13,235.84,"Standard","2023-05","2023","05",13,2023-05-01,"Silver","Yes"
"1068",564,14711,14860,2023-07-19,341.73,"Premier","2023-07","2023","07",19,2023-07-01,"Silver","No"
"13703",7352,11621,11737,2023-02-04,412.34,"Suite","2023-02","2023","02",4,2023-02-01,"Silver","No"
"6695",3605,8297,8374,2022-08-20,325.85,"Standard","2022-08","2022","08",20,2022-08-01,"Silver","Yes"
"10428",5595,13647,13783,2023-03-19,393.67,"Specialty Suite","2023-03","2023","03",19,2023-03-01,"Bronze","No"
"4583",2425,4601,4641,2022-09-26,377.62,"Specialty Suite","2022-09","2022","09",26,2022-09-01,"Silver","No"
"4160",2203,9200,9288,2023-10-14,321.21,"Standard","2023-10","2023","10",14,2023-10-01,"Silver","No"
"2329",1230,6845,6909,2020-02-10,298.19,"Premier","2020-02","2020","02",20,2020-02-01,"Silver","Yes"
"774",403,14327,14470,2022-11-10,322.64,"Specialty Suite","2022-11","2022","11",10,2022-11-01,"Silver","No"
"13905",7465,1664,1675,2023-08-05,296.65,"Specialty Suite","2023-08","2023","08",5,2023-08-01,"Silver","No"
"7510",4024,11919,12036,2023-05-02,426.03,"Suite","2023-05","2023","05",2,2023-05-01,"Silver","No"
"3397",1798,1014,1022,2023-10-26,273.43,"Specialty Suite","2023-10","2023","10",26,2023-10-01,"Bronze","No"
"12372",6629,11926,12043,2024-02-03,133.26,"Premier","2024-02","2024","02",3,2024-02-01,"Bronze","No"
"4980",2629,9755,9845,2024-02-18,373.55,"Suite","2024-02","2024","02",18,2024-02-01,"Gold","Yes"
"9205",4939,3228,3258,2022-08-16,419.65,"Standard","2022-08","2022","08",16,2022-08-01,"Silver","Yes"
"14314",7693,8615,8697,2020-03-17,342.02,"Premier","2020-03","2020","03",20,2020-03-01,"Silver","Yes"
"12036",6440,339,342,2022-10-28,262.9,"Premier","2022-10","2022","10",28,2022-10-01,"Silver","No"
"10850",5809,10823,10928,2022-04-10,298.23,"Suite","2022-04","2022","04",10,2022-04-01,"Silver","No"
"12221",6549,7239,7307,2023-05-15,306.98,"Standard","2023-05","2023","05",15,2023-05-01,"Silver","No"
"4990",2637,9866,9959,2023-04-26,443.24,"Suite","2023-04","2023","04",26,2023-04-01,"Silver","No"
"13089",7029,10351,10450,2023-02-03,257.68,"Standard","2023-02","2023","02",3,2023-02-01,"Silver","No"
"12706",6822,7047,7114,2023-12-21,409.5,"Specialty Suite","2023-12","2023","12",21,2023-12-01,"Silver","No"
"14090",7578,3897,3931,2024-02-11,340.29,"Suite","2024-02","2024","02",11,2024-02-01,"Silver","No"
"13800",7404,5501,5551,2023-11-08,388.62,"Standard","2023-11","2023","11",8,2023-11-01,"Silver","No"
"4738",2499,945,952,2022-01-29,211.68,"Premier","2022-01","2022","01",29,2022-01-01,"Silver","No"
"9202",4939,13412,13546,2023-09-26,459.22,"Presidential","2023-09","2023","09",26,2023-09-01,"Silver","Yes"
"7498",4016,1149,1159,2024-03-13,403.09,"Premier","2024-03","2024","03",13,2024-03-01,"Silver","Yes"
"11070",5927,5397,5445,2022-02-08,348.82,"Premier","2022-02","2022","02",8,2022-02-01,"Silver","No"
"3022",1596,8010,8086,2022-09-04,327.28,"Specialty Suite","2022-09","2022","09",4,2022-09-01,"Bronze","No"
"11809",6313,13288,13421,2022-11-11,340.75,"Premier","2022-11","2022","11",11,2022-11-01,"Silver","No"
"1568",835,3195,3225,2020-07-25,409.87,"Specialty Suite","2020-07","2020","07",20,2020-07-01,"Silver","No"
"4963",2622,4198,4235,2022-04-11,306.2,"Standard","2022-04","2022","04",11,2022-04-01,"Silver","No"
"4809",2537,11789,11905,2023-06-23,421.62,"Suite","2023-06","2023","06",23,2023-06-01,"Silver","Yes"
"11775",6292,2976,3005,2020-05-28,333.65,"Standard","2020-05","2020","05",20,2020-05-01,"Silver","Yes"
"1183",625,115,116,2024-04-20,317.18,"Premier","2024-04","2024","04",20,2024-04-01,"Bronze","No"
"13463",7224,13248,13380,2023-09-25,235.25,"Specialty Suite","2023-09","2023","09",25,2023-09-01,"Silver","No"
"9544",5128,13165,13297,2022-09-27,398.08,"Standard","2022-09","2022","09",27,2022-09-01,"Silver","Yes"
"13670",7336,14066,14208,2023-11-22,396.33,"Specialty Suite","2023-11","2023","11",22,2023-11-01,"Silver","No"
"13358",7171,10740,10844,2020-12-18,440.66,"Suite","2020-12","2020","12",20,2020-12-01,"Silver","No"
"13480",7231,705,711,2023-08-31,459.21,"Suite","2023-08","2023","08",31,2023-08-01,"Silver","Yes"
"8881",4764,10863,10969,2022-02-06,315.69,"Standard","2022-02","2022","02",6,2022-02-01,"Gold","Yes"
"204",104,10814,10918,2023-11-06,378.61,"Premier","2023-11","2023","11",6,2023-11-01,"Silver","No"
"4136",2187,11887,12004,2023-07-02,431.05,"Suite","2023-07","2023","07",2,2023-07-01,"Silver","No"
"12398",6644,7114,7181,2023-11-06,284.96,"Premier","2023-11","2023","11",6,2023-11-01,"Silver","No"
"5178",2734,13707,13843,2022-01-13,348.7,"Specialty Suite","2022-01","2022","01",13,2022-01-01,"Silver","No"
"14063",7562,8454,8534,2023-05-05,348.26,"Standard","2023-05","2023","05",5,2023-05-01,"Silver","No"
"13987",7520,14210,14353,2023-06-15,275.74,"Standard","2023-06","2023","06",15,2023-06-01,"Silver","No"
"10101",5430,8858,8943,2022-02-24,454.61,"Suite","2022-02","2022","02",24,2022-02-01,"Silver","No"
"13336",7159,1330,1340,2022-06-06,379.92,"Premier","2022-06","2022","06",6,2022-06-01,"Bronze","No"
"2706",1435,5527,5577,2022-09-06,456.31,"Presidential","2022-09","2022","09",6,2022-09-01,"Bronze","No"
"12003",6423,7618,7688,2023-02-04,266.72,"Premier","2023-02","2023","02",4,2023-02-01,"Silver","No"
"321",161,14088,14231,2023-10-23,426.81,"Specialty Suite","2023-10","2023","10",23,2023-10-01,"Silver","No"
"3335",1768,13257,13389,2023-02-18,412.98,"Specialty Suite","2023-02","2023","02",18,2023-02-01,"Silver","No"
"12362",6621,6884,6948,2023-03-07,303.52,"Specialty Suite","2023-03","2023","03",7,2023-03-01,"Platinum","Yes"
"3041",1603,5199,5246,2024-02-02,368.01,"Premier","2024-02","2024","02",2,2024-02-01,"Silver","No"
"13226",7104,6677,6738,2022-06-13,213.89,"Suite","2022-06","2022","06",13,2022-06-01,"Silver","No"
"11792",6302,8514,8595,2023-03-28,259.25,"Specialty Suite","2023-03","2023","03",28,2023-03-01,"Silver","No"
"10559",5667,7023,7089,2023-08-13,434.39,"Specialty Suite","2023-08","2023","08",13,2023-08-01,"Silver","No"
"14268",7671,2585,2610,2024-07-25,466.6,"Specialty Suite","2024-07","2024","07",25,2024-07-01,"Bronze","No"
"13851",7437,4242,4279,2023-05-21,342.29,"Standard","2023-05","2023","05",21,2023-05-01,"Silver","No"
"4246",2244,4920,4961,2023-04-27,341.08,"Standard","2023-04","2023","04",27,2023-04-01,"Bronze","No"
"5725",3043,7908,7983,2022-09-13,389.72,"Standard","2022-09","2022","09",13,2022-09-01,"Silver","No"
"9429",5061,13672,13808,2023-10-20,412.47,"Suite","2023-10","2023","10",20,2023-10-01,"Silver","No"
"1553",829,11243,11357,2022-02-21,348.65,"Specialty Suite","2022-02","2022","02",21,2022-02-01,"Bronze","No"
"7347",3949,13031,13162,2022-11-11,286.84,"Specialty Suite","2022-11","2022","11",11,2022-11-01,"Silver","No"
"6184",3313,6606,6667,2023-08-06,328.57,"Specialty Suite","2023-08","2023","08",6,2023-08-01,"Silver","No"
"8610",4623,10186,10280,2023-01-07,270.49,"Specialty Suite","2023-01","2023","01",7,2023-01-01,"Silver","No"
"3649",1930,4012,4048,2022-01-16,446.01,"Specialty Suite","2022-01","2022","01",16,2022-01-01,"Bronze","No"
"2838",1505,2139,2157,2023-10-06,407.04,"Suite","2023-10","2023","10",6,2023-10-01,"Bronze","No"
"2772",1472,8700,8782,2022-02-25,292.51,"Suite","2022-02","2022","02",25,2022-02-01,"Silver","No"
"14069",7567,13253,13385,2023-06-25,335.9,"Standard","2023-06","2023","06",25,2023-06-01,"Silver","No"
"12873",6926,5890,5943,2022-11-06,449.49,"Suite","2022-11","2022","11",6,2022-11-01,"Silver","Yes"
"7846",4214,5024,5065,2022-07-19,276.54,"Specialty Suite","2022-07","2022","07",19,2022-07-01,"Silver","No"
"10177",5462,13390,13524,2022-09-28,307.71,"Premier","2022-09","2022","09",28,2022-09-01,"Silver","No"
"3880",2048,4629,4670,2022-04-16,449.17,"Suite","2022-04","2022","04",16,2022-04-01,"Silver","No"
"11932",6378,4967,5008,2022-09-25,299.79,"Premier","2022-09","2022","09",25,2022-09-01,"Gold","Yes"
"6951",3733,9962,10056,2023-03-31,307.88,"Specialty Suite","2023-03","2023","03",31,2023-03-01,"Silver","No"
"1332",711,102,102,2022-01-10,309.88,"Premier","2022-01","2022","01",10,2022-01-01,"Silver","No"
"13863",7442,3801,3835,2022-06-03,295.39,"Premier","2022-06","2022","06",3,2022-06-01,"Bronze","No"
"12981",6974,13736,13872,2024-03-25,374.35,"Premier","2024-03","2024","03",25,2024-03-01,"Bronze","No"
"12800",6885,10259,10357,2020-03-07,275.41,"Specialty Suite","2020-03","2020","03",20,2020-03-01,"Silver","No"
"7461",4000,11364,11480,2022-05-23,457.92,"Suite","2022-05","2022","05",23,2022-05-01,"Silver","No"
"10575",5672,3780,3814,2024-07-25,287.24,"Specialty Suite","2024-07","2024","07",25,2024-07-01,"Silver","No"
"200",102,10198,10292,2024-01-13,403.97,"Premier","2024-01","2024","01",13,2024-01-01,"Silver","No"
"1894",1005,12378,12501,2024-05-31,340.86,"Premier","2024-05","2024","05",31,2024-05-01,"Silver","No"
"9567",5135,8713,8796,2022-06-03,403.02,"Suite","2022-06","2022","06",3,2022-06-01,"Silver","No"
"7107",3830,14340,14484,2022-05-07,387.32,"Standard","2022-05","2022","05",7,2022-05-01,"Silver","No"
"8681",4654,11551,11667,2023-12-28,393.09,"Suite","2023-12","2023","12",28,2023-12-01,"Silver","Yes"
"5146",2722,13855,13992,2024-01-28,189.35,"Specialty Suite","2024-01","2024","01",28,2024-01-01,"Silver","Yes"
"14581",7846,1263,1273,2023-03-31,408.09,"Specialty Suite","2023-03","2023","03",31,2023-03-01,"Bronze","No"
"4140",2188,1244,1254,2024-03-20,323.68,"Specialty Suite","2024-03","2024","03",20,2024-03-01,"Bronze","No"
"5022",2649,4402,4441,2023-01-23,232.44,"Premier","2023-01","2023","01",23,2023-01-01,"Bronze","No"
"14157",7606,13061,13192,2022-07-19,133.41,"Suite","2022-07","2022","07",19,2022-07-01,"Bronze","No"
"7043",3779,3678,3711,2022-11-02,332.47,"Specialty Suite","2022-11","2022","11",2,2022-11-01,"Silver","No"
"5791",3073,6454,6513,2023-10-17,484.02,"Presidential","2023-10","2023","10",17,2023-10-01,"Silver","Yes"
"9749",5239,5661,5712,2022-05-24,283.08,"Premier","2022-05","2022","05",24,2022-05-01,"Silver","No"
"9602",5158,1126,1136,2022-02-04,294.52,"Specialty Suite","2022-02","2022","02",4,2022-02-01,"Silver","No"
"10383",5567,6429,6488,2024-04-19,377,"Specialty Suite","2024-04","2024","04",19,2024-04-01,"Silver","No"
"14846",7994,13976,14116,2024-02-26,343.88,"Premier","2024-02","2024","02",26,2024-02-01,"Bronze","No"
"10180",5464,9154,9242,2022-02-17,521.22,"Suite","2022-02","2022","02",17,2022-02-01,"Silver","No"
